User ID,Vehicle Model,Battery Capacity (kWh),Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Charging Duration,Charging Duration (Minutes),charging cost per min
User_870,BMW i3,85.0,Los Angeles,2024-02-06 05:00:00,2024-02-06 05:52:00,54.884964513779416,3.036137884500907,15.014209056333913,31.993283331624745,88.5078973669725,94.47219864187504,139.54353300381808,2.5905175226939665,5.0,Level 2,Casual Driver,0 days 00:52:00,52.0,0.6152554486850913
User_61,Nissan Leaf,62.0,Houston,2024-01-03 12:00:00,2024-01-03 14:22:00,21.82768817738645,2.082100007126398,26.50712322152529,36.06804149617966,33.255985091753644,51.50113226723436,48.044387156223145,38.65644395728205,7.0,Level 1,Casual Driver,0 days 02:22:00,142.0,0.2540002922266173
User_93,Chevy Bolt,85.0,Houston,2024-01-04 20:00:00,2024-01-04 23:34:00,65.431016913359,0.929486553755634,20.27269893513049,10.395657972388529,76.46681163744769,75.84995702645678,71.43600424010651,30.199709557192065,6.0,DC Fast Charger,Long-Distance Traveler,0 days 03:34:00,214.0,0.04857784099246976
User_552,Nissan Leaf,62.0,New York,2024-01-23 23:00:00,2024-01-24 00:35:00,39.37124122897048,1.4113755476385768,26.037607462215725,27.082467627446132,85.47480341845245,86.87267358090577,79.7557017327573,27.347052433166567,5.0,DC Fast Charger,Long-Distance Traveler,0 days 01:35:00,95.0,0.28507860660469614
User_195,BMW i3,85.0,San Francisco,2024-01-09 02:00:00,2024-01-09 04:39:00,13.105812024979125,0.5690623348394185,14.554415345938793,28.93465228460907,12.044342771950358,91.06953924455011,201.5628074107787,1.85665782275348,7.0,DC Fast Charger,Casual Driver,0 days 02:39:00,159.0,0.18197894518622057
User_281,Nissan Leaf,62.0,Chicago,2024-01-12 16:00:00,2024-01-12 17:14:00,12.132557803938544,2.6746900749995723,40.19690033842815,34.86909527633074,32.07190535374782,77.49195605753643,92.1158672426987,25.20350172835021,7.0,Level 1,Casual Driver,0 days 01:14:00,74.0,0.47120399022068565
User_360,Hyundai Kona,75.0,Los Angeles,2024-01-15 23:00:00,2024-01-16 01:34:00,33.370542026215475,2.4863752525971208,41.92916859260739,7.409254803081209,58.60908208265877,71.21956042362135,279.5193618635699,15.418433423035204,8.018665733261262,Level 1,Commuter,0 days 02:34:00,154.0,0.048112044175852006
User_520,Chevy Bolt,54.37091028458795,New York,2024-01-22 15:00:00,2024-01-22 16:39:00,15.807797227472452,0.7272326804294439,7.184034011462772,30.31309028341493,74.0910966639012,67.42246670007289,53.311228992071456,22.803971948451284,7.0,Level 1,Long-Distance Traveler,0 days 01:39:00,99.0,0.30619283114560536
User_950,Tesla Model 3,100.0,San Francisco,2024-02-09 13:00:00,2024-02-09 14:22:00,55.40858450740993,3.843501686006378,29.5983026669443,33.46392328926646,16.38207402475386,86.67837613254692,125.62406000098647,5.184691378606797,7.0,Level 1,Casual Driver,0 days 01:22:00,82.0,0.4080966254788593
User_858,BMW i3,73.85002716229796,Chicago,2024-02-05 17:00:00,2024-02-05 19:05:00,37.05562159282365,1.6833729720021182,7.32241853947061,38.645308239932085,34.2183195177556,63.34809700506103,23.61819796352825,5.664612657982779,7.0,Level 2,Long-Distance Traveler,0 days 02:05:00,125.0,0.3091624659194567
User_183,Tesla Model 3,62.0,Houston,2024-01-08 14:00:00,2024-01-08 15:12:00,47.3146093849059,0.9689769691243776,10.16337295016612,25.92447734982421,40.48798796741036,98.82353364240996,260.6613918475854,23.72798354443762,5.0,Level 1,Casual Driver,0 days 01:12:00,72.0,0.36006218541422513
User_111,Tesla Model 3,62.0,Los Angeles,2024-01-05 14:00:00,2024-01-05 17:27:00,27.42595097070096,0.9111517909550064,32.16501549428347,19.78138635678612,74.64716691235185,10.080074326064254,216.07027782313077,-4.153203087466903,5.0,Level 1,Long-Distance Traveler,0 days 03:27:00,207.0,0.0955622529313339
User_863,Chevy Bolt,50.0,Chicago,2024-02-05 22:00:00,2024-02-05 22:54:00,64.0000211656222,3.4456218108047656,30.22669452502872,29.527946154531342,25.461538152253187,89.74197873860788,220.63757565584783,38.351675429586535,0.0,DC Fast Charger,Casual Driver,0 days 00:54:00,54.0,0.5468138176765064
User_722,Chevy Bolt,100.0,New York,2024-01-31 01:00:00,2024-01-31 02:14:00,77.29578007017075,0.6842951580787797,5.971664972824204,8.431094782973393,52.89673368546667,74.0491279791676,86.4568508507111,-8.892368362555017,5.0,DC Fast Charger,Long-Distance Traveler,0 days 01:14:00,74.0,0.11393371328342422
User_205,BMW i3,100.0,Chicago,2024-01-09 12:00:00,2024-01-09 13:51:00,17.854873424356434,2.505005630664888,48.38467691618706,38.49605367651061,43.82063366672827,58.45469784758049,268.9717585141519,19.26489439702416,2.0076405888800446,Level 2,Casual Driver,0 days 01:51:00,111.0,0.3468112943829785
User_1280,Nissan Leaf,100.0,San Francisco,2024-02-23 07:00:00,2024-02-23 08:30:00,67.07828216010658,3.883982812856207,23.098143352892876,11.980655664980183,23.032215463439087,95.02831176592272,195.7197040879724,5.0100278823816495,3.0,Level 2,Long-Distance Traveler,0 days 01:30:00,90.0,0.1331183962775576
User_988,BMW i3,100.0,Houston,2024-02-11 03:00:00,2024-02-11 06:28:00,77.63851676623986,3.577530942531314,8.125454971256818,33.52441775674893,23.244547367871437,94.69156133251312,67.03337523282886,-3.3862931111228143,7.0,Level 2,Commuter,0 days 03:28:00,208.0,0.16117508536898525
User_546,Hyundai Kona,50.0,Los Angeles,2024-01-23 17:00:00,2024-01-23 17:55:00,51.87067063305462,3.860721725152656,28.74682186959425,20.190399395872006,85.33986897849638,72.4190119951639,261.22513034672306,-0.2275496187781902,4.0,Level 2,Long-Distance Traveler,0 days 00:55:00,55.0,0.3670981708340365
User_963,Nissan Leaf,85.0,Chicago,2024-02-10 02:00:00,2024-02-10 02:39:00,76.57770216711769,1.80959882757053,28.359489354784053,9.014286224017404,68.52902554506932,65.88306142647487,196.799994992825,28.21004844258821,2.0,Level 1,Commuter,0 days 00:39:00,39.0,0.23113554420557447
User_705,Tesla Model 3,100.0,Los Angeles,2024-01-30 08:00:00,2024-01-30 11:57:00,56.65756369693637,0.6132085077161415,21.069771396509864,12.846529275978984,84.61526142274654,88.99562892720596,151.96650872316795,17.367661723808453,0.0,Level 1,Casual Driver,0 days 03:57:00,237.0,0.05420476487754845
User_671,Chevy Bolt,85.0,Los Angeles,2024-01-28 22:00:00,2024-01-29 01:35:00,41.97718283907795,3.196445552138501,49.308369400939775,19.562816700909146,11.415452890941662,88.49863229758265,260.4855529228803,8.216271168307653,5.0,Level 2,Commuter,0 days 03:35:00,215.0,0.09098984512050766
User_595,BMW i3,62.0,San Francisco,2024-01-25 18:00:00,2024-01-25 21:18:00,42.64289425435557,3.3149838274676062,18.86581793926711,31.583421759595048,47.88191719759692,66.77787000210006,55.86446952920233,10.71632154134566,7.0,DC Fast Charger,Casual Driver,0 days 03:18:00,198.0,0.1595122311090659
User_184,Nissan Leaf,62.0,San Francisco,2024-01-08 15:00:00,2024-01-08 18:03:00,33.78434419301355,1.3501018281867616,48.76808403617098,22.901237351463116,86.09789965116842,60.262717131547085,59.09157048745929,58.10524584392989,5.0,DC Fast Charger,Long-Distance Traveler,0 days 03:03:00,183.0,0.12514337350526294
User_138,Nissan Leaf,85.0,Houston,2024-01-06 17:00:00,2024-01-06 18:05:00,30.06513890238722,1.2674299555740305,35.87112112811267,35.03863444597721,13.948323455933185,93.59847436377936,122.76475966549545,33.018171296489285,1.0,DC Fast Charger,Long-Distance Traveler,0 days 01:05:00,65.0,0.5390559145534956
User_889,Nissan Leaf,85.0,New York,2024-02-07 00:00:00,2024-02-07 00:43:00,47.63041181980813,1.5496956696697346,26.012469410984444,18.48377514266727,18.16488828155385,114.5256472494268,59.9940988219604,24.21840758397903,3.0,Level 2,Commuter,0 days 00:43:00,43.0,0.429855235875983
User_81,Hyundai Kona,48.0506947257829,Los Angeles,2024-01-04 08:00:00,2024-01-04 11:05:00,51.67374779364138,0.6917553642371982,46.59567841482084,18.01181177893121,55.07217407784221,62.93578010941694,222.2746666893461,2.5542438030517296,7.0,Level 2,Casual Driver,0 days 03:05:00,185.0,0.09736114475097951
User_1075,Hyundai Kona,85.0,Houston,2024-02-14 18:00:00,2024-02-14 21:06:00,34.895113266087755,1.603396900811905,4.881436198623996,33.67501826994361,61.53265078264192,89.00103781384965,269.8883399506302,-6.428742353356784,1.0,Level 1,Casual Driver,0 days 03:06:00,186.0,0.18104848532227746
User_969,BMW i3,100.0,Chicago,2024-02-10 08:00:00,2024-02-10 09:36:00,79.3573768668566,3.365992362670763,12.795542776205028,17.50476255364154,28.92874740727782,89.16066921831944,222.15898643906215,24.910424822617003,7.0,DC Fast Charger,Commuter,0 days 01:36:00,96.0,0.18234127660043273
User_542,Nissan Leaf,75.0,Los Angeles,2024-01-23 13:00:00,2024-01-23 13:51:00,63.023554629150055,1.328228592217343,8.5590068567144,17.57057592595676,42.4281627217739,74.74473036868736,190.23750037732717,-2.815440130297377,9.076121183934156,Level 2,Long-Distance Traveler,0 days 00:51:00,51.0,0.34452109658738744
User_584,Tesla Model 3,75.0,San Francisco,2024-01-25 07:00:00,2024-01-25 10:24:00,41.98075323406805,1.7321354425638893,14.090858743837904,37.620635296365485,14.258182790042476,60.36416529245368,156.73213771865275,15.617520571994522,4.814970203016184,DC Fast Charger,Casual Driver,0 days 03:24:00,204.0,0.18441487890375238
User_481,Tesla Model 3,100.0,New York,2024-01-21 00:00:00,2024-01-21 02:53:00,31.73110320047439,2.64898293412186,68.54260187297076,16.74899045179705,39.60719965721378,85.42662634465816,107.6823950190376,-9.30311606449408,1.0,Level 1,Commuter,0 days 02:53:00,173.0,0.09681497370980953
User_166,Nissan Leaf,85.0,Los Angeles,2024-01-07 21:00:00,2024-01-07 23:25:00,14.495687027174723,2.546129258443054,21.24491493482296,30.87446728481199,30.75797031727749,56.511397317926814,119.35663296927396,-5.598798540488655,0.6749470227894747,Level 2,Commuter,0 days 02:25:00,145.0,0.21292736058491027
User_249,BMW i3,100.0,San Francisco,2024-01-11 08:00:00,2024-01-11 11:24:00,60.41010374511423,1.7089707006187953,48.78868465608588,17.898531567126007,77.00681784966234,82.5309652201098,99.5425833068634,12.8704939724941,2.0,DC Fast Charger,Casual Driver,0 days 03:24:00,204.0,0.08773789983885298
User_308,BMW i3,85.0,Houston,2024-01-13 19:00:00,2024-01-13 22:38:00,46.45478115373152,3.93657053723412,42.83848279850626,5.06404815023892,12.793089168257392,70.71797256504605,3.824527427420319,26.51176747373154,1.7554439348812885,Level 1,Commuter,0 days 03:38:00,218.0,0.023229578670820733
User_932,Tesla Model 3,143.2099946484289,Chicago,2024-02-08 19:00:00,2024-02-08 22:04:00,42.64289425435557,2.3983788749393984,13.47677065538978,40.21015484624773,33.28839244217399,62.64665894029709,144.8154901077229,-3.736883532256732,0.0,Level 1,Commuter,0 days 03:04:00,184.0,0.21853345025134638
User_589,BMW i3,62.0,Houston,2024-01-25 12:00:00,2024-01-25 13:14:00,71.97510217973728,1.057536323648838,23.65002521190977,32.02073544910948,63.10375471060478,63.99918589403212,103.9155587984807,21.52620216393159,5.0,Level 2,Commuter,0 days 01:14:00,74.0,0.4327126412041822
User_335,BMW i3,62.0,Houston,2024-01-14 22:00:00,2024-01-15 00:47:00,103.81260559148436,3.5254454687342496,16.59138266956989,17.66922822732998,52.79679327470648,89.3517921097638,99.9410054242442,8.330158355627752,3.100169235250924,Level 2,Casual Driver,0 days 02:47:00,167.0,0.10580376184029928
User_98,Nissan Leaf,85.0,Los Angeles,2024-01-05 01:00:00,2024-01-05 03:33:00,31.046574961450595,0.6902816245406431,28.004859152178906,6.254545331359625,47.1578609567738,66.19348839519058,153.59678773584358,15.627395920888151,7.0,DC Fast Charger,Casual Driver,0 days 02:33:00,153.0,0.0408793812507165
User_600,Hyundai Kona,62.0,New York,2024-01-25 23:00:00,2024-01-25 23:43:00,28.86912479595657,1.1539207497704678,32.83003788863654,46.05917303279747,81.27280773777099,95.97179380144212,210.27725035738092,30.89722993782202,4.0,DC Fast Charger,Casual Driver,0 days 00:43:00,43.0,1.0711435589022666
User_745,Chevy Bolt,50.0,Los Angeles,2024-02-01 00:00:00,2024-02-01 00:54:00,43.99985930276914,3.5579821138737,30.244722804448894,24.309186613795244,89.62738532870584,67.70900333990473,138.76599727430497,-6.944281882176863,0.0,Level 2,Long-Distance Traveler,0 days 00:54:00,54.0,0.4501701224776897
User_984,Nissan Leaf,75.0,Chicago,2024-02-10 23:00:00,2024-02-11 00:30:00,26.75691987130609,0.1653938787380431,6.239252739553471,9.580137321363118,66.7905157286936,91.0452914350937,77.15463655728422,23.120492617638803,2.0,Level 1,Long-Distance Traveler,0 days 01:30:00,90.0,0.10644597023736797
User_924,Hyundai Kona,62.0,New York,2024-02-08 11:00:00,2024-02-08 13:56:00,69.10595990230438,1.2571513955819476,27.381349198927023,20.792355014014845,20.5692515503208,63.35465060540821,217.30594161275468,41.34107902225962,7.0,DC Fast Charger,Commuter,0 days 02:56:00,176.0,0.11813838076144799
User_994,Nissan Leaf,62.0,New York,2024-02-11 09:00:00,2024-02-11 10:31:00,60.61379392452427,3.0746734221595973,20.91795172247681,12.5081955484105,54.46997534613716,78.51051530366115,103.50936658754247,32.52462890743878,4.0,DC Fast Charger,Commuter,0 days 01:31:00,91.0,0.1374526983341813
User_1235,Nissan Leaf,100.0,San Francisco,2024-02-21 10:00:00,2024-02-21 12:58:00,42.64289425435557,1.616070494721635,27.796976646946376,58.2546065714047,74.47523223914841,75.87076299811594,58.28229304091584,33.66576144346836,7.0,Level 2,Long-Distance Traveler,0 days 02:58:00,178.0,0.3272730706258691
User_1309,BMW i3,75.0,Los Angeles,2024-02-24 12:00:00,2024-02-24 13:57:00,6.432324170240332,0.9302393081131928,9.025938583872836,16.431100809169195,71.49380469579087,73.28659305072891,209.9835637216557,21.696951351475622,2.0,DC Fast Charger,Commuter,0 days 01:57:00,117.0,0.14043675905272815
User_1196,Tesla Model 3,62.0,San Francisco,2024-02-19 19:00:00,2024-02-19 21:48:00,5.20011260069647,1.8876640005318568,49.3332345217414,30.865446026333004,18.983577712791817,89.64463555022162,179.29269019534732,37.57672672417906,2.396060328531535,Level 1,Long-Distance Traveler,0 days 02:48:00,168.0,0.18372289301388692
User_303,Tesla Model 3,75.0,Los Angeles,2024-01-13 14:00:00,2024-01-13 16:34:00,42.64289425435557,2.7625070229720112,15.292960589675516,26.575187305228265,75.32264788537638,89.871641082688,197.66783354430208,21.139472375158668,6.0,Level 1,Casual Driver,0 days 02:34:00,154.0,0.17256615133265107
User_1086,Tesla Model 3,50.0,Chicago,2024-02-15 05:00:00,2024-02-15 07:20:00,36.46547333950338,1.209165866938475,37.86028498935581,9.941509460290142,21.0234699710778,82.17941381709426,56.42945115351432,36.15182985380533,1.0,Level 1,Commuter,0 days 02:20:00,140.0,0.0710107818592153
User_389,Tesla Model 3,75.0,Los Angeles,2024-01-17 04:00:00,2024-01-17 06:10:00,74.2197558575455,2.8291553779805483,3.5666530370869136,29.16504149708574,55.29384158305011,90.0971146794724,153.59678773584358,3.2051027160505488,4.0,Level 2,Long-Distance Traveler,0 days 02:10:00,130.0,0.22434647305450567
User_236,Nissan Leaf,75.0,New York,2024-01-10 19:00:00,2024-01-10 20:50:00,12.669821074783703,2.816823552679627,18.718296489912422,32.17861799697764,35.91735462644321,67.07789382329932,296.13166242421204,29.403022298145444,3.0,Level 1,Long-Distance Traveler,0 days 01:50:00,110.0,0.29253289088161494
User_992,Chevy Bolt,100.0,Los Angeles,2024-02-11 07:00:00,2024-02-11 07:51:00,40.27604440348503,1.2233552822617653,3.827057840993469,20.63337035614954,89.20784953728413,82.21746679952676,23.2274695958545,22.79322070574464,7.0,Level 1,Long-Distance Traveler,0 days 00:51:00,51.0,0.40457588933626554
User_869,Nissan Leaf,62.0,Houston,2024-02-06 04:00:00,2024-02-06 06:56:00,51.20288962549678,1.4470566363634036,45.19091647032926,39.19681508089824,75.55734011955374,56.56750423592851,129.48975674563343,15.648404225046924,0.0,DC Fast Charger,Commuter,0 days 02:56:00,176.0,0.22270917659601272
User_306,BMW i3,75.0,Chicago,2024-01-13 17:00:00,2024-01-13 18:31:00,18.549702417680702,1.828878540843832,13.855271545417976,16.48379963872817,37.87100088921708,66.16504375021906,46.22369185622132,26.694888257357164,7.0,DC Fast Charger,Casual Driver,0 days 01:31:00,91.0,0.18114065537063923
User_942,Hyundai Kona,62.0,San Francisco,2024-02-09 05:00:00,2024-02-09 07:47:00,68.8333119385666,1.6235470537502177,25.96300342597954,39.377760333145325,19.288553588390727,58.56785095073142,137.23497188517604,32.800882837541785,6.0,Level 2,Commuter,0 days 02:47:00,167.0,0.23579497205476244
User_1074,Chevy Bolt,62.0,San Francisco,2024-02-14 17:00:00,2024-02-14 19:09:00,30.165570663990163,1.1724526452065331,21.343936482346656,27.388473644598392,77.60389702939446,58.55293988014034,185.55296492944055,37.22247845478768,5.0,DC Fast Charger,Casual Driver,0 days 02:09:00,129.0,0.21231374918293328
User_250,Chevy Bolt,85.0,Chicago,2024-01-11 09:00:00,2024-01-11 10:11:00,44.78548903983442,3.4306460183858127,35.39040522700007,36.90895524974596,20.08304245350331,76.26295568732958,283.9026933704645,10.649007273572316,6.0,DC Fast Charger,Commuter,0 days 01:11:00,71.0,0.519844440137267
User_926,Chevy Bolt,75.0,Los Angeles,2024-02-08 13:00:00,2024-02-08 14:57:00,41.74488149336455,2.60786075221863,11.144567690649613,16.293182827406923,26.09080885412256,66.72274076075291,166.76531932006355,19.75721265194322,6.0,Level 1,Long-Distance Traveler,0 days 01:57:00,117.0,0.13925797288381986
User_1068,Hyundai Kona,62.0,Houston,2024-02-14 11:00:00,2024-02-14 11:53:00,40.78700348086861,3.4318472030931444,11.03185074828479,22.864647844265804,68.76134194190155,55.146158675613634,159.6155013686422,-0.6584932383603714,3.0,Level 1,Long-Distance Traveler,0 days 00:53:00,53.0,0.4314084498918076
User_72,Hyundai Kona,75.0,Houston,2024-01-03 23:00:00,2024-01-04 00:36:00,61.13047583037784,0.947277208902377,23.281804960483075,37.14898172847161,34.89904374917877,92.355661174546,58.85531551787028,7.662649708995332,1.0,DC Fast Charger,Long-Distance Traveler,0 days 01:36:00,96.0,0.3869685596715793
User_95,Tesla Model 3,85.0,San Francisco,2024-01-04 22:00:00,2024-01-05 01:51:00,7.930901450146639,2.3423957855284567,44.12212998806049,33.81843011264206,42.73907176379696,72.96602310099009,55.67750505100865,16.808358267905795,7.0,DC Fast Charger,Casual Driver,0 days 03:51:00,231.0,0.14640013035775784
User_1092,Chevy Bolt,75.0,Los Angeles,2024-02-15 11:00:00,2024-02-15 14:49:00,59.79776909471581,2.122151382858424,14.564929422469216,22.934215021105235,28.18918545742428,96.02650743055818,276.2253767652068,-0.6351476144346968,4.0,Level 2,Long-Distance Traveler,0 days 03:49:00,229.0,0.10014941057251195
User_34,Tesla Model 3,62.0,Houston,2024-01-02 09:00:00,2024-01-02 12:03:00,60.06708508895625,0.9991001884039166,7.651570046980447,18.034390040505443,22.881466625938916,51.43427868199236,46.35755886056615,13.991597483206988,1.0,Level 2,Casual Driver,0 days 03:03:00,183.0,0.0985485794563139
User_939,Tesla Model 3,100.0,New York,2024-02-09 02:00:00,2024-02-09 02:46:00,11.431328818332826,1.937482885661684,67.9346789314074,16.138987217159222,12.42991030172564,91.4909780419121,166.55459643473677,21.34994476159788,0.0,Level 1,Commuter,0 days 00:46:00,46.0,0.3508475481991135
User_449,Tesla Model 3,107.43195454576464,Los Angeles,2024-01-19 16:00:00,2024-01-19 19:27:00,5.746444809429853,0.5810295603537152,7.007637736562545,20.652585896274296,60.71131119139218,67.30386447899235,140.00446081941055,16.976171076313854,3.0,Level 2,Commuter,0 days 03:27:00,207.0,0.09977094635881302
User_446,BMW i3,100.0,Chicago,2024-01-19 13:00:00,2024-01-19 15:58:00,71.12558827151543,0.8234738515861253,14.167129141388296,11.348579546094816,78.36258956686292,91.25000145077829,50.619867125485854,-1.7144756464186806,5.0,Level 2,Casual Driver,0 days 02:58:00,178.0,0.06375606486570122
User_1007,Nissan Leaf,75.0,Chicago,2024-02-11 22:00:00,2024-02-12 00:18:00,26.509679689140484,2.1900500909468525,25.96300342597954,24.68663674074483,69.67340887703197,79.50037016517598,14.448391031296484,3.478471588467155,2.0,DC Fast Charger,Casual Driver,0 days 02:18:00,138.0,0.17888867203438283
User_711,Hyundai Kona,62.0,Los Angeles,2024-01-30 14:00:00,2024-01-30 15:20:00,10.55815619752912,3.990952264160988,17.23173869250797,29.843007313741943,64.658324089453,58.68570516038113,37.99444109844923,32.26012676396088,0.0,Level 1,Casual Driver,0 days 01:20:00,80.0,0.3730375914217743
User_829,Nissan Leaf,75.0,San Francisco,2024-02-04 12:00:00,2024-02-04 15:01:00,41.24835865229704,2.82761116595746,32.95083718392784,34.56122689160816,18.35214738423309,50.601029508862496,154.34561667139718,3.221734497771365,5.0,DC Fast Charger,Casual Driver,0 days 03:01:00,181.0,0.1909460049260119
User_78,BMW i3,75.0,New York,2024-01-04 05:00:00,2024-01-04 08:40:00,31.218889683829406,3.340997592022919,30.02591267156402,17.60489531315022,39.51761676284298,71.27176463552543,242.48556290631956,39.83142977123109,3.0,Level 2,Commuter,0 days 03:40:00,220.0,0.08002225142341009
